Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
201108,frontier airlines,f9,frontier airlines,f9,domestic,us,deplaned,low fare,terminal 1,c,22642,deplaned,22642,2011,august
201108,frontier airlines,f9,frontier airlines,f9,domestic,us,enplaned,low fare,terminal 1,c,22486,enplaned,22486,2011,august
201108,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,deplaned,other,international,a,7582,deplaned,7582,2011,august
201108,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,enplaned,other,terminal 1,c,6985,enplaned,6985,2011,august
201108,horizon air,qx,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,6262,deplaned,6262,2011,august
201108,horizon air,qx,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,6650,enplaned,6650,2011,august
201108,japan airlines,jl,japan airlines,jl,international,asia,deplaned,other,international,a,7521,deplaned,7521,2011,august
201108,japan airlines,jl,japan airlines,jl,international,asia,enplaned,other,international,a,6179,enplaned,6179,2011,august
201108,jetblue airways,b6,jetblue airways,b6,domestic,us,deplaned,low fare,international,a,37972,deplaned,37972,2011,august
201108,jetblue airways,b6,jetblue airways,b6,domestic,us,enplaned,low fare,international,a,38950,enplaned,38950,2011,august
201108,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,deplaned,other,international,a,12029,deplaned,12029,2011,august
201108,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,enplaned,other,international,a,12202,enplaned,12202,2011,august
201108,korean air lines,ke,korean air lines,ke,international,asia,deplaned,other,international,a,7428,deplaned,7428,2011,august
201108,korean air lines,ke,korean air lines,ke,international,asia,enplaned,other,international,a,6302,enplaned,6302,2011,august
201108,lan peru,lp,lan peru,lp,international,south america,deplaned,other,international,a,2690,deplaned,2690,2011,august
201108,lan peru,lp,lan peru,lp,international,south america,enplaned,other,international,a,2467,enplaned,2467,2011,august
201108,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,deplaned,other,international,g,24368,deplaned,24368,2011,august
201108,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,enplaned,other,international,g,25158,enplaned,25158,2011,august
201108,mesa airlines,yv,us airways,us,domestic,us,deplaned,other,terminal 1,b,5058,deplaned,5058,2011,august
201108,mesa airlines,yv,us airways,us,domestic,us,enplaned,other,terminal 1,b,5121,enplaned,5121,2011,august
201108,mesaba airlines,xj,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,3037,deplaned,3037,2011,august
201108,mesaba airlines,xj,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,3044,enplaned,3044,2011,august
201108,philippine airlines,pr,philippine airlines,pr,international,asia,deplaned,other,international,a,11096,deplaned,11096,2011,august
201108,philippine airlines,pr,philippine airlines,pr,international,asia,enplaned,other,international,a,7432,enplaned,7432,2011,august
201108,servisair,,servisair,,domestic,us,deplaned,low fare,international,a,114,deplaned,114,2011,august
201108,servisair,,servisair,,domestic,us,enplaned,low fare,international,a,98,enplaned,98,2011,august
201108,singapore airlines,sq,singapore airlines,sq,international,asia,deplaned,other,international,g,15470,deplaned,15470,2011,august
201108,singapore airlines,sq,singapore airlines,sq,international,asia,enplaned,other,international,g,13754,enplaned,13754,2011,august
201108,skywest airlines,oo,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,24491,deplaned,24491,2011,august
201108,skywest airlines,oo,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,23424,enplaned,23424,2011,august
201108,skywest airlines,oo,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,f,136302,deplaned,136302,2011,august
201108,skywest airlines,oo,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,f,134709,enplaned,134709,2011,august
201108,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,international,g,2941,deplaned,2941,2011,august
201108,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,terminal 3,f,11298,deplaned,11298,2011,august
201108,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,enplaned,other,terminal 3,f,14008,enplaned,14008,2011,august
201108,southwest airlines,wn,southwest airlines,wn,domestic,us,deplaned,low fare,terminal 1,b,134564,deplaned,134564,2011,august
201108,southwest airlines,wn,southwest airlines,wn,domestic,us,enplaned,low fare,terminal 1,b,131323,enplaned,131323,2011,august
201108,southwest airlines,wn,southwest airlines,wn,domestic,us,thru / transit,low fare,terminal 1,b,218,thru / transit * 2,436,2011,august
201108,sun country airlines,sy,sun country airlines,sy,domestic,us,deplaned,low fare,international,a,5044,deplaned,5044,2011,august
201108,sun country airlines,sy,sun country airlines,sy,domestic,us,enplaned,low fare,international,a,5181,enplaned,5181,2011,august
201108,swiss international,lx,swiss international,lx,international,europe,deplaned,other,international,g,6638,deplaned,6638,2011,august
201108,swiss international,lx,swiss international,lx,international,europe,enplaned,other,international,g,6603,enplaned,6603,2011,august
201108,taca,ta,taca,ta,international,central america,deplaned,other,international,a,6817,deplaned,6817,2011,august
201108,taca,ta,taca,ta,international,central america,enplaned,other,international,a,5402,enplaned,5402,2011,august
201108,us airways,us,us airways,us,domestic,us,deplaned,other,terminal 1,b,72551,deplaned,72551,2011,august
201108,us airways,us,us airways,us,domestic,us,enplaned,other,terminal 1,b,72562,enplaned,72562,2011,august
201108,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,terminal 3,f,91356,deplaned,91356,2011,august
201108,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,terminal 3,f,88975,enplaned,88975,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,international,g,24601,deplaned,24601,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,international,g,24689,enplaned,24689,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,e,22637,deplaned,22637,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,e,22359,enplaned,22359,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,thru / transit,other,terminal 3,e,427,thru / transit * 2,854,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,f,430111,deplaned,430111,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,f,424817,enplaned,424817,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,thru / transit,other,terminal 3,f,8111,thru / transit * 2,16222,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,deplaned,other,international,g,75905,deplaned,75905,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,enplaned,other,international,g,68377,enplaned,68377,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,thru / transit,other,international,g,2786,thru / transit * 2,5572,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,deplaned,other,international,g,8288,deplaned,8288,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,enplaned,other,international,g,6462,enplaned,6462,2011,august
201109,airtran airways,fl,airtran airways,fl,domestic,us,deplaned,low fare,terminal 1,b,16129,deplaned,16129,2011,september
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,thru / transit,other,international,g,349,thru / transit * 2,698,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,terminal 3,f,15738,deplaned,15738,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,canada,enplaned,other,terminal 3,f,14868,enplaned,14868,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,canada,thru / transit,other,terminal 3,f,212,thru / transit * 2,424,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,europe,deplaned,other,international,g,32816,deplaned,32816,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,europe,enplaned,other,international,g,32854,enplaned,32854,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,europe,thru / transit,other,international,g,694,thru / transit * 2,1388,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,mexico,deplaned,other,international,g,8885,deplaned,8885,2011,august
201108,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,mexico,enplaned,other,international,g,9066,enplaned,9066,2011,august
201108,virgin america,vx,virgin america,vx,domestic,us,deplaned,low fare,terminal 2,d,144237,deplaned,144237,2011,august
201108,virgin america,vx,virgin america,vx,domestic,us,enplaned,low fare,terminal 2,d,142915,enplaned,142915,2011,august
201108,virgin america,vx,virgin america,vx,international,mexico,deplaned,low fare,international,a,4966,deplaned,4966,2011,august
201108,virgin america,vx,virgin america,vx,international,mexico,enplaned,low fare,terminal 2,d,4301,enplaned,4301,2011,august
201108,virgin atlantic,vs,virgin atlantic,vs,international,europe,deplaned,other,international,a,10625,deplaned,10625,2011,august
201108,virgin atlantic,vs,virgin atlantic,vs,international,europe,enplaned,other,international,a,10452,enplaned,10452,2011,august
201108,westjet airlines,ws,westjet airlines,ws,international,canada,deplaned,other,international,a,8035,deplaned,8035,2011,august
201108,westjet airlines,ws,westjet airlines,ws,international,canada,enplaned,other,international,a,7828,enplaned,7828,2011,august
201109,aeromexico,am,aeromexico,am,international,mexico,deplaned,other,international,a,2921,deplaned,2921,2011,september
201109,aeromexico,am,aeromexico,am,international,mexico,enplaned,other,international,a,3287,enplaned,3287,2011,september
201109,air berlin,ab,air berlin,ab,international,europe,deplaned,other,international,a,2911,deplaned,2911,2011,september
201109,air berlin,ab,air berlin,ab,international,europe,enplaned,other,international,a,2851,enplaned,2851,2011,september
201109,air canada,ac,air canada,ac,international,canada,deplaned,other,international,a,15383,deplaned,15383,2011,september
201109,air canada,ac,air canada,ac,international,canada,enplaned,other,international,a,15949,enplaned,15949,2011,september
201109,air canada,ac,air canada,ac,international,canada,deplaned,other,international,g,10242,deplaned,10242,2011,september
201109,air canada,ac,air canada,ac,international,canada,enplaned,other,international,g,10633,enplaned,10633,2011,september
201109,air china,ca,air china,ca,international,asia,deplaned,other,international,g,7151,deplaned,7151,2011,september
201109,air china,ca,air china,ca,international,asia,enplaned,other,international,g,6806,enplaned,6806,2011,september
201109,air france,af,air france,af,international,europe,deplaned,other,international,a,17189,deplaned,17189,2011,september
201109,air france,af,air france,af,international,europe,enplaned,other,international,a,17186,enplaned,17186,2011,september
201109,air new zealand,nz,air new zealand,nz,international,australia / oceania,deplaned,other,international,g,6413,deplaned,6413,2011,september
201109,air new zealand,nz,air new zealand,nz,international,australia / oceania,enplaned,other,international,g,7004,enplaned,7004,2011,september
201109,airtran airways,fl,airtran airways,fl,domestic,us,enplaned,low fare,terminal 1,b,17019,enplaned,17019,2011,september
201109,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,36420,deplaned,36420,2011,september
201109,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,34644,enplaned,34644,2011,september
201109,alaska airlines,as,alaska airlines,as,international,mexico,deplaned,other,international,a,6124,deplaned,6124,2011,september
201109,alaska airlines,as,alaska airlines,as,international,mexico,enplaned,other,terminal 1,b,6512,enplaned,6512,2011,september
201109,all nippon airways,nh,all nippon airways,nh,international,asia,deplaned,other,international,g,6310,deplaned,6310,2011,september
201109,all nippon airways,nh,all nippon airways,nh,international,asia,enplaned,other,international,g,6389,enplaned,6389,2011,september
201109,american airlines,aa,american airlines,aa,domestic,us,deplaned,other,terminal 2,d,131379,deplaned,131379,2011,september
201109,american airlines,aa,american airlines,aa,domestic,us,enplaned,other,terminal 2,d,132304,enplaned,132304,2011,september
201109,asiana airlines,oz,asiana airlines,oz,international,asia,deplaned,other,international,a,7177,deplaned,7177,2011,september
201109,asiana airlines,oz,asiana airlines,oz,international,asia,enplaned,other,international,a,6283,enplaned,6283,2011,september
201109,british airways,ba,british airways,ba,international,europe,deplaned,other,international,a,18638,deplaned,18638,2011,september
201109,british airways,ba,british airways,ba,international,europe,enplaned,other,international,a,19171,enplaned,19171,2011,september
201109,cathay pacific,cx,cathay pacific,cx,international,asia,deplaned,other,international,a,18319,deplaned,18319,2011,september
201109,cathay pacific,cx,cathay pacific,cx,international,asia,enplaned,other,international,a,17488,enplaned,17488,2011,september
201109,china airlines,ci,china airlines,ci,international,asia,deplaned,other,international,a,7291,deplaned,7291,2011,september
201109,china airlines,ci,china airlines,ci,international,asia,enplaned,other,international,a,8443,enplaned,8443,2011,september
201109,delta air lines,dl,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,125994,deplaned,125994,2011,september
201109,delta air lines,dl,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,128211,enplaned,128211,2011,september
201109,delta air lines,dl,delta air lines,dl,international,asia,deplaned,other,international,a,4890,deplaned,4890,2011,september
201109,delta air lines,dl,delta air lines,dl,international,asia,enplaned,other,international,a,4942,enplaned,4942,2011,september
201109,eva airways,br,eva airways,br,international,asia,deplaned,other,international,g,9855,deplaned,9855,2011,september
201109,eva airways,br,eva airways,br,international,asia,enplaned,other,international,g,10648,enplaned,10648,2011,september
201109,emirates,ek,emirates,ek,international,middle east,deplaned,other,international,g,7545,deplaned,7545,2011,september
201109,emirates,ek,emirates,ek,international,middle east,enplaned,other,international,g,8478,enplaned,8478,2011,september
201109,frontier airlines,f9,frontier airlines,f9,domestic,us,deplaned,low fare,terminal 1,c,21567,deplaned,21567,2011,september
201109,frontier airlines,f9,frontier airlines,f9,domestic,us,enplaned,low fare,terminal 1,c,20696,enplaned,20696,2011,september
201109,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,deplaned,other,international,a,7084,deplaned,7084,2011,september
201109,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,enplaned,other,terminal 1,c,6706,enplaned,6706,2011,september
201109,horizon air,qx,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,5054,deplaned,5054,2011,september
201109,horizon air,qx,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,5757,enplaned,5757,2011,september
201109,japan airlines,jl,japan airlines,jl,international,asia,deplaned,other,international,a,5739,deplaned,5739,2011,september
201109,japan airlines,jl,japan airlines,jl,international,asia,enplaned,other,international,a,6113,enplaned,6113,2011,september
201109,jetblue airways,b6,jetblue airways,b6,domestic,us,deplaned,low fare,international,a,39613,deplaned,39613,2011,september
201109,jetblue airways,b6,jetblue airways,b6,domestic,us,enplaned,low fare,international,a,41247,enplaned,41247,2011,september
201109,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,deplaned,other,international,a,11977,deplaned,11977,2011,september
201109,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,enplaned,other,international,a,12100,enplaned,12100,2011,september
201109,korean air lines,ke,korean air lines,ke,international,asia,deplaned,other,international,a,6318,deplaned,6318,2011,september
201109,korean air lines,ke,korean air lines,ke,international,asia,enplaned,other,international,a,5345,enplaned,5345,2011,september
201109,lan peru,lp,lan peru,lp,international,south america,deplaned,other,international,a,2209,deplaned,2209,2011,september
201109,lan peru,lp,lan peru,lp,international,south america,enplaned,other,international,a,2114,enplaned,2114,2011,september
201109,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,deplaned,other,international,g,23062,deplaned,23062,2011,september
201109,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,enplaned,other,international,g,23064,enplaned,23064,2011,september
201109,mesa airlines,yv,us airways,us,domestic,us,deplaned,other,terminal 1,b,4591,deplaned,4591,2011,september
201109,mesa airlines,yv,us airways,us,domestic,us,enplaned,other,terminal 1,b,4158,enplaned,4158,2011,september
201109,mesaba airlines,xj,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,634,deplaned,634,2011,september
201109,mesaba airlines,xj,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,736,enplaned,736,2011,september
201109,philippine airlines,pr,philippine airlines,pr,international,asia,deplaned,other,international,a,7398,deplaned,7398,2011,september
201109,philippine airlines,pr,philippine airlines,pr,international,asia,enplaned,other,international,a,6443,enplaned,6443,2011,september
201109,servisair,,servisair,,domestic,us,deplaned,low fare,international,a,98,deplaned,98,2011,september
201109,singapore airlines,sq,singapore airlines,sq,international,asia,deplaned,other,international,g,12530,deplaned,12530,2011,september
201109,singapore airlines,sq,singapore airlines,sq,international,asia,enplaned,other,international,g,12684,enplaned,12684,2011,september
201109,skywest airlines,oo,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,18611,deplaned,18611,2011,september
201109,skywest airlines,oo,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,18621,enplaned,18621,2011,september
201109,skywest airlines,oo,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,f,136682,deplaned,136682,2011,september
201109,skywest airlines,oo,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,f,137680,enplaned,137680,2011,september
201109,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,international,g,2564,deplaned,2564,2011,september
201109,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,terminal 3,f,9132,deplaned,9132,2011,september
201109,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,enplaned,other,terminal 3,f,11335,enplaned,11335,2011,september
201109,southwest airlines,wn,southwest airlines,wn,domestic,us,deplaned,low fare,terminal 1,b,124255,deplaned,124255,2011,september
201109,southwest airlines,wn,southwest airlines,wn,domestic,us,enplaned,low fare,terminal 1,b,123149,enplaned,123149,2011,september
201109,southwest airlines,wn,southwest airlines,wn,domestic,us,thru / transit,low fare,terminal 1,b,21,thru / transit * 2,42,2011,september
201109,sun country airlines,sy,sun country airlines,sy,domestic,us,deplaned,low fare,international,a,2944,deplaned,2944,2011,september
201109,sun country airlines,sy,sun country airlines,sy,domestic,us,enplaned,low fare,international,a,3082,enplaned,3082,2011,september
201109,swiss international,lx,swiss international,lx,international,europe,deplaned,other,international,g,6389,deplaned,6389,2011,september
201109,swiss international,lx,swiss international,lx,international,europe,enplaned,other,international,g,6220,enplaned,6220,2011,september
201109,taca,ta,taca,ta,international,central america,deplaned,other,international,a,4450,deplaned,4450,2011,september
201109,taca,ta,taca,ta,international,central america,enplaned,other,international,a,4023,enplaned,4023,2011,september
201109,us airways,us,us airways,us,domestic,us,deplaned,other,terminal 1,b,66541,deplaned,66541,2011,september
201109,us airways,us,us airways,us,domestic,us,enplaned,other,terminal 1,b,67406,enplaned,67406,2011,september
201109,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,terminal 3,f,77469,deplaned,77469,2011,september
201109,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,terminal 3,f,81028,enplaned,81028,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,international,g,25478,deplaned,25478,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,international,g,20480,enplaned,20480,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,e,20545,deplaned,20545,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,e,20992,enplaned,20992,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,thru / transit,other,terminal 3,e,252,thru / transit * 2,504,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,f,390363,deplaned,390363,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,f,398852,enplaned,398852,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,thru / transit,other,terminal 3,f,4788,thru / transit * 2,9576,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,deplaned,other,international,g,67998,deplaned,67998,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,enplaned,other,international,g,62785,enplaned,62785,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,thru / transit,other,international,g,2372,thru / transit * 2,4744,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,deplaned,other,international,g,9606,deplaned,9606,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,enplaned,other,international,g,8796,enplaned,8796,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,thru / transit,other,international,g,513,thru / transit * 2,1026,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,terminal 3,f,17274,deplaned,17274,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,canada,enplaned,other,terminal 3,f,16922,enplaned,16922,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,canada,thru / transit,other,terminal 3,f,157,thru / transit * 2,314,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,europe,deplaned,other,international,g,31108,deplaned,31108,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,europe,enplaned,other,international,g,32499,enplaned,32499,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,europe,thru / transit,other,international,g,460,thru / transit * 2,920,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,mexico,deplaned,other,international,g,5214,deplaned,5214,2011,september
201109,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,mexico,enplaned,other,international,g,5440,enplaned,5440,2011,september
201109,virgin america,vx,virgin america,vx,domestic,us,deplaned,low fare,terminal 2,d,129293,deplaned,129293,2011,september
201109,virgin america,vx,virgin america,vx,domestic,us,enplaned,low fare,terminal 2,d,132581,enplaned,132581,2011,september
201109,virgin america,vx,virgin america,vx,international,mexico,deplaned,low fare,international,a,2871,deplaned,2871,2011,september
201109,virgin america,vx,virgin america,vx,international,mexico,enplaned,low fare,terminal 2,d,2977,enplaned,2977,2011,september
201109,virgin atlantic,vs,virgin atlantic,vs,international,europe,deplaned,other,international,a,10619,deplaned,10619,2011,september
201109,virgin atlantic,vs,virgin atlantic,vs,international,europe,enplaned,other,international,a,10786,enplaned,10786,2011,september
201109,westjet airlines,ws,westjet airlines,ws,international,canada,deplaned,other,international,a,6893,deplaned,6893,2011,september
201109,westjet airlines,ws,westjet airlines,ws,international,canada,enplaned,other,international,a,6888,enplaned,6888,2011,september
201110,aeromexico,am,aeromexico,am,international,mexico,deplaned,other,international,a,2901,deplaned,2901,2011,october
201110,aeromexico,am,aeromexico,am,international,mexico,enplaned,other,international,a,3412,enplaned,3412,2011,october
201110,air berlin,ab,air berlin,ab,international,europe,deplaned,other,international,a,1325,deplaned,1325,2011,october
201110,air berlin,ab,air berlin,ab,international,europe,enplaned,other,international,a,1315,enplaned,1315,2011,october
201110,air canada,ac,air canada,ac,international,canada,deplaned,other,international,a,13385,deplaned,13385,2011,october
201110,air canada,ac,air canada,ac,international,canada,enplaned,other,international,a,13353,enplaned,13353,2011,october
201110,air canada,ac,air canada,ac,international,canada,deplaned,other,international,g,10952,deplaned,10952,2011,october
201110,air canada,ac,air canada,ac,international,canada,enplaned,other,international,g,10926,enplaned,10926,2011,october
201110,air china,ca,air china,ca,international,asia,deplaned,other,international,g,7145,deplaned,7145,2011,october
201110,air china,ca,air china,ca,international,asia,enplaned,other,international,g,7080,enplaned,7080,2011,october
201110,air france,af,air france,af,international,europe,deplaned,other,international,a,15319,deplaned,15319,2011,october
201110,air france,af,air france,af,international,europe,enplaned,other,international,a,15040,enplaned,15040,2011,october
201110,air new zealand,nz,air new zealand,nz,international,australia / oceania,deplaned,other,international,g,6372,deplaned,6372,2011,october
201110,air new zealand,nz,air new zealand,nz,international,australia / oceania,enplaned,other,international,g,8529,enplaned,8529,2011,october
201110,airtran airways,fl,airtran airways,fl,domestic,us,deplaned,low fare,terminal 1,b,16629,deplaned,16629,2011,october
201110,airtran airways,fl,airtran airways,fl,domestic,us,enplaned,low fare,terminal 1,b,17120,enplaned,17120,2011,october
201110,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,33749,deplaned,33749,2011,october
201110,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,33101,enplaned,33101,2011,october
201110,alaska airlines,as,alaska airlines,as,international,mexico,deplaned,other,international,a,7176,deplaned,7176,2011,october
201110,alaska airlines,as,alaska airlines,as,international,mexico,enplaned,other,terminal 1,b,7790,enplaned,7790,2011,october
201110,all nippon airways,nh,all nippon airways,nh,international,asia,deplaned,other,international,g,6600,deplaned,6600,2011,october
201110,all nippon airways,nh,all nippon airways,nh,international,asia,enplaned,other,international,g,6497,enplaned,6497,2011,october
201110,american airlines,aa,american airlines,aa,domestic,us,deplaned,other,terminal 2,d,137640,deplaned,137640,2011,october
201110,american airlines,aa,american airlines,aa,domestic,us,enplaned,other,terminal 2,d,136516,enplaned,136516,2011,october
201110,asiana airlines,oz,asiana airlines,oz,international,asia,deplaned,other,international,a,6638,deplaned,6638,2011,october
201110,asiana airlines,oz,asiana airlines,oz,international,asia,enplaned,other,international,a,7276,enplaned,7276,2011,october
201110,british airways,ba,british airways,ba,international,europe,deplaned,other,international,a,19281,deplaned,19281,2011,october
201110,british airways,ba,british airways,ba,international,europe,enplaned,other,international,a,18820,enplaned,18820,2011,october
201110,cathay pacific,cx,cathay pacific,cx,international,asia,deplaned,other,international,a,16520,deplaned,16520,2011,october
201110,cathay pacific,cx,cathay pacific,cx,international,asia,enplaned,other,international,a,21900,enplaned,21900,2011,october
201110,china airlines,ci,china airlines,ci,international,asia,deplaned,other,international,a,7014,deplaned,7014,2011,october
201110,china airlines,ci,china airlines,ci,international,asia,enplaned,other,international,a,8698,enplaned,8698,2011,october
201110,delta air lines,dl,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,122687,deplaned,122687,2011,october
201110,delta air lines,dl,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,123612,enplaned,123612,2011,october
201110,delta air lines,dl,delta air lines,dl,international,asia,deplaned,other,international,a,3858,deplaned,3858,2011,october
201110,delta air lines,dl,delta air lines,dl,international,asia,enplaned,other,international,a,4018,enplaned,4018,2011,october
201110,eva airways,br,eva airways,br,international,asia,deplaned,other,international,g,10018,deplaned,10018,2011,october
201110,eva airways,br,eva airways,br,international,asia,enplaned,other,international,g,10970,enplaned,10970,2011,october
201110,emirates,ek,emirates,ek,international,middle east,deplaned,other,international,g,7516,deplaned,7516,2011,october
201110,emirates,ek,emirates,ek,international,middle east,enplaned,other,international,g,9664,enplaned,9664,2011,october
